source          ,target
link            ,sand
link            ,sea
link            ,tide
link            ,wind wave
link            ,horizon
link            ,body of water
cabal           ,beach
cabal           ,ocean
cabal           ,wave
cabal           ,coast
cabal           ,sand
cabal           ,sea
cabal           ,tide
cabal           ,wind wave
cabal           ,horizon
cabal           ,body of water
believe         ,sand
save            ,emotion
save            ,smile
save            ,facial expression
push            ,emotion
push            ,smile
push            ,facial expression
far             ,smile
calm            ,eyewear
calm            ,sunglasses
calm            ,glasses
storm           ,eyewear
storm           ,sunglasses
like            ,eyewear
like            ,sunglasses
like            ,glasses
tell            ,eyewear
tell            ,sunglasses
tell            ,glasses
arm             ,emotion
arm             ,smile
arm             ,facial expression
oh              ,emotion
oh              ,smile
oh              ,facial expression
look            ,smile
forward         ,emotion
forward         ,smile
constitutional  ,emotion
constitutional  ,smile
constitutional  ,facial expression
battle          ,eyewear
battle          ,hair
battle          ,glasses
un              ,eyewear
un              ,sunglasses
un              ,hair
un              ,glasses
suppose         ,eyewear
suppose         ,sunglasses
suppose         ,hair
suppose         ,glasses
emit            ,fur
change          ,fur
yeah            ,glasses
innocent        ,pet
innocent        ,fur
innocent        ,animal
innocent        ,dog
baby            ,pet
baby            ,fur
baby            ,animal
baby            ,dog
I               ,pet
I               ,fur
I               ,dog
defend          ,pet
defend          ,fur
defend          ,animal
defend          ,dog
I               ,beach
I               ,sunlight
hear            ,beach
hear            ,ocean
hear            ,evening
hear            ,sun
hear            ,morning
hear            ,sunlight
hear            ,dusk
hear            ,sea
hear            ,silhouette
hear            ,sunset
hear            ,sky
hear            ,horizon
hear            ,sunrise
que             ,beach
que             ,ocean
que             ,evening
que             ,sun
que             ,morning
que             ,sunlight
que             ,dusk
que             ,sea
que             ,silhouette
que             ,sunset
que             ,sky
que             ,horizon
que             ,sunrise
non             ,beach
non             ,ocean
non             ,evening
non             ,sun
non             ,morning
non             ,sunlight
non             ,dusk
non             ,sea
non             ,silhouette
non             ,sunset
non             ,sky
non             ,horizon
non             ,sunrise
believer        ,beach
believer        ,ocean
believer        ,evening
believer        ,sun
believer        ,morning
believer        ,sunlight
believer        ,dusk
believer        ,sea
believer        ,silhouette
believer        ,sunset
believer        ,sky
believer        ,horizon
believer        ,sunrise
movement        ,beach
movement        ,ocean
movement        ,evening
movement        ,sun
